2023-08-14 , 16:49:10 , LOG , com/herculife/herculifepelvictutor/Controllers/SplashController , App Closed Correctly
2023-08-21 , 12:51:11 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 12:51:11 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 12:51:25 , LOG , com/herculife/herculifepelvictutor/Controllers/TrainingControllers/BasicTrainingSetUp , User: herculife Closed the App Correctly
2023-08-21 , 12:51:47 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 12:51:47 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 12:51:47 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 12:51:47 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 12:51:47 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 12:51:47 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 12:51:47 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 12:51:47 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 12:52:01 , LOG , com/herculife/herculifepelvictutor/Controllers/TrainingControllers/BasicTrainingSetUp , User: herculife Closed the App Correctly
2023-08-21 , 12:52:13 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 12:52:13 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 12:52:13 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 12:52:13 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 12:52:13 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 12:52:13 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 12:52:13 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 12:52:13 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 12:53:03 , LOG , com/herculife/herculifepelvictutor/Controllers/TrainingControllers/BasicTrainingSetUp , User: herculife Closed the App Correctly
2023-08-21 , 12:54:12 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 12:54:12 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 12:54:12 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 12:54:12 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 12:54:12 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 12:54:12 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 12:54:12 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 12:54:12 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 12:54:26 , LOG , com/herculife/herculifepelvictutor/Controllers/TrainingControllers/BasicTrainingSetUp , User: herculife Closed the App Correctly
2023-08-21 , 12:54:44 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 12:54:44 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 12:54:44 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 12:54:44 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 12:54:44 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 12:54:44 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 12:54:44 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 12:54:44 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 12:54:58 , LOG , com/herculife/herculifepelvictutor/Controllers/TrainingControllers/BasicTrainingSetUp , User: herculife Closed the App Correctly
2023-08-21 , 12:55:13 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 12:55:14 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 12:55:14 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 12:55:14 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 12:55:14 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 12:55:14 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 12:55:14 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 12:55:14 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 12:55:29 , LOG , com/herculife/herculifepelvictutor/Controllers/TrainingControllers/BasicTrainingSetUp , User: herculife Closed the App Correctly
2023-08-21 , 12:55:51 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 12:55:51 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 12:55:51 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 12:55:51 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 12:55:51 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 12:55:51 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 12:55:51 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 12:55:51 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 12:57:23 , LOG , com/herculife/herculifepelvictutor/Controllers/TrainingControllers/BasicTrainingSetUp , User: herculife Closed the App Correctly
2023-08-21 , 12:58:16 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 12:58:16 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 12:58:16 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 12:58:16 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 12:58:16 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 12:58:16 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 12:58:16 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 12:58:16 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 12:58:29 , LOG , com/herculife/herculifepelvictutor/Controllers/TrainingControllers/BasicTrainingSetUp , User: herculife Closed the App Correctly
2023-08-21 , 12:59:05 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 12:59:05 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 12:59:06 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 12:59:06 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 12:59:06 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 12:59:06 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 12:59:06 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 12:59:06 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 12:59:30 , LOG , com/herculife/herculifepelvictutor/Controllers/TrainingControllers/BasicTrainingSetUp , User: herculife Closed the App Correctly
2023-08-21 , 13:05:04 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:05:04 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:05:04 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:05:04 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:05:04 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:05:04 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:05:04 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:05:04 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:05:11 , LOG , com/herculife/herculifepelvictutor/Controllers/TrainingControllers/BasicTrainingSetUp , User: herculife Closed the App Correctly
2023-08-21 , 13:05:24 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:05:24 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:05:24 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:05:24 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:05:24 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:05:24 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:05:24 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:05:24 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:05:39 , LOG , com/herculife/herculifepelvictutor/Controllers/TrainingControllers/BasicTrainingSetUp , User: herculife Closed the App Correctly
2023-08-21 , 13:06:25 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:06:25 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:06:25 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:06:25 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:06:25 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:06:25 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:06:25 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:06:25 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:06:54 , LOG , com/herculife/herculifepelvictutor/Controllers/TrainingControllers/BasicTrainingSetUp , User: herculife Closed the App Correctly
2023-08-21 , 13:07:56 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:07:56 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:07:56 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:07:56 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:07:56 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:07:56 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:07:56 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:07:56 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:09:52 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:09:52 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:09:52 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:09:52 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:09:52 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:09:52 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:09:52 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:09:52 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:10:14 , LOG , com/herculife/herculifepelvictutor/Controllers/TrainingControllers/BasicTrainingSetUp , User: herculife Closed the App Correctly
2023-08-21 , 13:10:33 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:10:33 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:10:33 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:10:33 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:10:33 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:10:33 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:10:33 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:10:33 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:12:19 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:12:19 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:12:19 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:12:19 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:12:19 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:12:19 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:12:19 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:12:19 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:12:52 , LOG , com/herculife/herculifepelvictutor/Controllers/TrainingControllers/BasicTrainingSetUp , User: herculife Closed the App Correctly
2023-08-21 , 13:13:38 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:13:38 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:13:38 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:13:38 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:13:38 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:13:38 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:13:38 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:13:38 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:14:56 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:14:56 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:14:56 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:14:56 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:14:56 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:14:56 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:14:56 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:14:56 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:15:25 , LOG , com/herculife/herculifepelvictutor/Controllers/TrainingControllers/BasicTrainingSetUp , User: herculife Closed the App Correctly
2023-08-21 , 13:17:30 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:17:30 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:17:31 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:17:31 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:17:31 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:17:31 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:17:31 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:17:31 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:18:05 , LOG , com/herculife/herculifepelvictutor/Controllers/TrainingControllers/BasicTrainingSetUp , User: herculife Closed the App Correctly
2023-08-21 , 13:18:49 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:18:50 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:18:50 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:18:50 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:18:50 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:18:50 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:18:50 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:18:50 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:19:15 , LOG , com/herculife/herculifepelvictutor/Controllers/TrainingControllers/BladderTrainingSetUp , User: herculife Closed the App Correctly
2023-08-21 , 13:20:28 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:20:28 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:20:28 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:20:28 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:20:28 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:20:28 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:20:28 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:20:28 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:20:38 , LOG , com/herculife/herculifepelvictutor/Controllers/TrainingControllers/BladderTrainingSetUp , User: herculife Closed the App Correctly
2023-08-21 , 13:31:25 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:31:25 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:31:25 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:31:25 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:31:25 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:31:25 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:31:25 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:31:25 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:31:39 , LOG , com/herculife/herculifepelvictutor/Controllers/TrainingControllers/BladderTrainingSetUp , User: herculife Closed the App Correctly
2023-08-21 , 13:31:51 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:31:51 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:31:51 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:31:51 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:31:51 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:31:51 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:31:51 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:31:51 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:32:15 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:32:16 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:32:16 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:32:16 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:32:16 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:32:16 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:32:16 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:32:16 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:32:52 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:32:52 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:32:52 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:32:52 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:32:52 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:32:52 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:32:52 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:32:52 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:33:04 , LOG , com/herculife/herculifepelvictutor/Controllers/TrainingControllers/BladderTrainingSetUp , User: herculife Closed the App Correctly
2023-08-21 , 13:33:18 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:33:18 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:33:18 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:33:18 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:33:18 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:33:18 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:33:18 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-21 , 13:33:18 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-21 , 13:33:55 , LOG , com/herculife/herculifepelvictutor/Controllers/TrainingControllers/BladderTrainingSetUp , User: herculife Closed the App Correctly
